src,mar_Deva,hin_Deva
"So, this Environment Day, we want you to contribute to the forest cover of this area.","तर, या पर्यावरण दिनी, या क्षेत्राच्या वन आवरणामध्ये तुम्ही योगदान द्यावं अशी आमची इच्छा आहे.","इसलिए, इस पर्यावरण दिवस पर हम चाहते हैं कि आप इस क्षेत्र के वन को बढ़ाने में योगदान दें।"
We will be planting trees together.,आपण सर्व मिळून झाडं लावणार आहोत.,हम मिल कर पेड़ लगाएंगे।
I hope everyone will cooperate.,यात सगळे सहकार्य करतील अशी मी आशा करतो.,मुझे आशा है कि आप सब सहयोग करेंगे।
We will be planting mainly banyan trees.,आपण मुख्यत्वे वडाची झाडं लावणार आहोत.,हम मुख्य रूप से बरगद के पेड़ लगाएंगे।
There are also some samples of mango and other common species.,आंबा आणि इतर सामान्य प्रजातींचीही काही रोपं आहेत.,इसके अलावा कुछ आम और अन्य प्रजातियों के नमूने भी हैं।
We can work in teams if you like.,तुम्हाला हवं असेल तर आपण गट बनवून काम करू शकतो.,अगर आप चाहें तो हम टीमों में मिल कर काम कर सकते हैं।
But these are very easy to plant.,पण ही लावणं खूप सोपं आहे.,लेकिन इनको लगाना बहुत आसान है।
Each one of you can manage one without any help.,तुमच्यापैकी प्रत्येकजण कोणाच्याही मदतीशिवाय एक रोप सहज लावू शकता.,आप में से हर कोई बिना किसी मदद के एक-एक लगा सकता है।
Each student has to plant at least one sapling.,प्रत्येक विद्यार्थ्यानी किमान एक रोप लावायचं आहे.,हर छात्र को कम से कम एक पौधा लगाना होगा।
Do follow the instructions.,सूचनांचं पालन करा,दिए गए निर्देशों का पालन ज़रूर करें।
I really hope you'll enjoy the day.,आज दिवसभर तुम्हाला खूप मजा येईल अशी मला खरोखर आशा आहे.,मुझे आशा है कि आप सब को आज मजा आएगा।
Someone as knowledgeable as Mr. Balasubramaniam has graced us with his presence.,श्री. बालसुब्रह्मण्यमांसारख्या ज्ञानवंतानं आज उपस्थित राहून आपल्याला अनुग्रहित केलं आहे.,मिस्टर बालासुब्रण्यम जैसे ज्ञानी व्यक्ति ने यहाँ आ कर हमें अनुगृहीत किया है।
"It's essential that students learn to conserve the environment, Mr. Desai.","विद्यार्थ्यांनी पर्यावरण संवर्धनाविषयी शिकणं अत्यंत गरजेचं आहे, मि. देसाई.","मिस्टर देसाई, जरूरी है कि बच्चे पर्यावरण का संरक्षण करना सीखें।"
I'm happy to have been of help.,माझी मदत झाली याचा मला आनंद आहे.,मुझे खुशी है कि मैं मदद कर सका।
"Let's get going, students.",चला तर विद्यार्थ्यांनो.,"चलो बच्चो, काम शुरू करें।"
Pick up a sapling and give it a home.,एक रोप उचला आणि त्याला त्याचं घर मिळवून द्या.,एक-एक पौधा उठाओ और उसे फलने-फूलने की जगह दो।
"Please feel free to ask me questions, if any.",काही प्रश्न असतील तर मला मोकळेपणानं विचारा.,अगर आपको कुछ पूछना हो तो बेझिझक पूछें।
Good morning ma'am!,सुप्रभात मॅडम!,गुड मॉर्निंग मैम!
I am here to get some information regarding life insurance policy.,मी इथे आयुर्विमा पाॅलिसीविषयी थोडी माहिती घेण्यासाठी आलोय.,मैं यहाँ लाइफ़ इंश्योरेंस पॉलिसी को लेकर कुछ जानकारी लेने आया हूँ।
Could you please help me?,तुम्ही मला मदत कराल का?,क्या आप मेरी मदद कर सकती हैं?
"Good morning, please have your seat.",सुप्रभात. कृपया बसून घ्या.,"गुड मॉर्निंग, प्लीज़ बैठिए।"
"Sure, we are here to serve our customers.",नक्कीच. आम्ही आमच्या ग्राहकांना सेवा पुरवण्यासाठीच इथे आहोत.,"बिल्कुल, हम यहाँ अपने ग्राहकों की सेवा के लिए ही हैं।"
"Anything you want to know related to our policies, I will help you.","आमच्या पाॅलिसींबाबत तुम्हाला जी काही माहिती हवी आहे, त्यात मी तुम्हाला मदत करीन.","आप हमारी पॉलिसी के बारे में जो भी जानना चाहते हैं, उसमें मैं आपकी मदद करूँगी।"
May I know your name and age?,आपले नाव आणि वय सांगता का?,क्या मैं आपका नाम और उम्र जान सकती हूँ?
I am Devanga Saikia and my age is 39.,मी देवांग सैकिया आणि माझं वय ३९ आहे.,मैं देवांग सैकिया हूँ और मेरी उम्र 39 है।
I want to know which insurance policy is suitable for me at this age.,या वयात माझ्यासाठी कोणती विमा पाॅलिसी योग्य राहील हे मला जाणून घ्यायचंय.,मुझे जानना चाहता हूँ कि इस उम्र में कौन-सी इंश्योरेंस पॉलिसी मेरे लिए ठीक है।
"Also, I want to know the benefits.","तसंच, मला फायदे जाणून घ्यायचे आहेत.",और मुझे उसके लाभ भी जानने हैं।
Thank you so much for letting us know your name and age.,आम्हाला आपलं नाव आणि वय सांगितल्याबद्दल धन्यवाद.,अपना नाम और उम्र बताने के लिए धन्यवाद।
We have a very good policy known as Jeevan Umang.,आमच्याकडे जीवन उमंग नावाची एक अतिशय उत्तम पाॅलिसी आहे.,हमारे पास जीवन उमंग नाम की एक बहुत अच्छी पॉलिसी है।
You can opt for that.,तुम्हाला ती घेता येईल.,आप उसे ले सकते हैं।
What is the minimum basic sum assured in this policy?,या पाॅलिसीत किमान किती मूलभूत रकमेची हमी आहे?,इस पॉलिसी में सबसे कम बेसिक बीमा कितने का है?
What is the minimum age entry for this policy?,ही पाॅलिसी घेण्यासाठी किमान वय किती असावं लागतं?,इस पॉलिसी को लेने के लिए कम से कम उम्र कितनी होनी चाहिए?
What is the maximum age entry?,प्रवेशाचं कमाल वय किती?,अधिकतम उम्र क्या है?
Minumum basic sum assured is two lakhs rupees.,किमान मूलभूत हमी रक्कम दोन लाख रुपये आहे.,सबसे कम बेसिक बीमा दो लाख रुपये का है।
Minumum age entry is 90 days.,प्रवेश मिळवण्याचं किमान वय ९० दिवस आहे.,सबसे कम उम्र 90 दिन है।
Maximum age entry for this policy is 55 years.,या पाॅलिसीसाठीचं कमाल वय ५५ वर्षं आहे.,इस पॉलिसी को लेने के लिए अधिकतम उम्र 55 साल है।
Thank you so much for the information.,माहितीबद्दल मी आपला खूप आभारी आहे.,जानकारी देने के लिए बहुत-बहुत धन्यवाद।
What are the death benefits of this policy?,या पाॅलिसीचे मृत्यूसंदर्भातील लाभ कोणते?,इस पॉलिसी के मृत्यु लाभ क्या-क्या हैं?
Can I pay the premiums yearly?,मला वर्षाला हप्ते भरता येतील?,क्या मैं प्रीमियम सालाना भर सकता हूँ?
"On death during first five years, sum assured on death shall be payble.","पहिल्या ५ वर्षांत मृत्यू ओढवल्यास, मृत्यूवर हमी दिलेली रक्कम दिली जाईल.","पहले पांच वर्षों के दौरान मृत्यु होने पर, मृत्यु पर बीमा किया गया धन देय होगा।"
"On death after completion of five policy years but before the date of maturity, sum assured on death and loyalty addition, if any, shall be payable.","पाॅलिसीची पाच वर्षं पूर्ण झाल्यावर, पण मुदतसमाप्तीच्या तारखेपूर्वी मृत्यू झाल्यास, मृत्यूवर हमी दिलेली रक्कम आणि काही अतिरिक्त लाॅयल्टी असल्यास, दिली जाईल.","पॉलिसी के पांच वर्ष पूरे होने के बाद लेकिन मैच्योर होने की तारीख से पहले मृत्यु होने पर, मृत्यु पर बीमित राशि और लॉयल्टी एडिशन, यदि कोई हो, देय होगा।"
All these are applicable if all dues have been paid.,सगळी देय रक्कम भरलेलीअसेल तर हे लागू आहे.,यह सब तभी लागू होंगे जब सभी ड्यूज़ चुका दिए गए हों।
"Premiums can be paid regularly at yearly, half-yearly, quarterly or monthly intervals.","हप्ते नियमितपणे वार्षिक, अर्धवार्षिक, तिमाही किंवा मासिक अंतराने भरता येेतात.","प्रीमियम नियमित रूप से सालाना, छः महीने पर, तीन महीने पर या हर महीने दिया जा सकता है।"
Can I surrender the policy before the maturity date?,मुदतसमाप्तीच्या तारखेपूर्वी मी पाॅलिसी स्वाधीन करू शकतो का?,क्या मैं मैच्योरिटी डेट के पहले पॉलिसी सरेंडर कर सकता हूँ?
What will be the surrender value?,स्वाधीन मूल्य काय असेल?,सरेंडर वैल्यू क्या होगी?
"Yes, the policyholder can surrender the policy after completion of three years before maturity.",हो. पाॅलिसीधारक मुदतसमाप्तीपूर्वी आणि पहिली तीन वर्षं पूर्ण होताच पाॅलिसी स्वाधीन करू शकतो.,"हाँ, पॉलिसी लेने वाला मैच्योरिटी से पहले तीन साल पूरे होने के बाद पॉलिसी सरेंडर कर सकता है।"
You have to pay the premiums duly for at least 3 consecutive years.,तुम्हाला सलग किमान ३ वर्षे हप्ते भरावे लागतात.,आपको कम से कम 3 साल लगातार नियमित रूप से प्रीमियम भरना होगा।
"The details of the process can be accessed from our Ready reckoned, kindly look into it.","प्रक्रियेविषयीचे तपशील आमच्या रेडी रेकन्डमधून मिळवता येईल, ते पाहून घ्या.","प्रक्रिया के बारे में पूरी जानकारी हमारी किताब से समझी जा सकती है, ज़रा उसे देख लें।"
The information have really helped me a lot.,या माहितीची मला खरोखर खूप मदत झाली.,जानकारी से मुझे वाकई बहुत मदद मिली।
Thank you so much!,तुमचे खूप खूप आभार!,बहुत-बहुत धन्यवाद!
You are welcome.,आपलं स्वागत आहे.,आपका स्वागत है।
"If you wish, I can assign one of our agents to contact you who can describe you in details.","तुम्हाला हवे असल्यास मी आमच्या एका एजंटला तुमच्याशी संपर्क करायला सांगते, ते तुम्हाला तपशीलवार माहिती देतील.","अगर आप चाहें, तो मैं अपने किसी एजेंट को आपसे संपर्क करने के लिए कह सकती हूँ जो आपको ज़्यादा जानकारी दे सकते हैं।"
Could you please provide me your phone number?,मला तुमचा फोन नंबर देता का?,क्या आप मुझे अपना फ़ोन नंबर दे सकते हैं?
That will be great!,ते तर छानच होईल!,यह बहुत बढ़िया रहेगा!
Please note down my phone number.,माझा फोन नंबर लिहून घ्या.,प्लीज़ मेरा फ़ोन नंबर लिख लीजिए।
"Hello, I am looking to explore North-Eastern cuisine.","नमस्कार, मला ईशान्येच्या पाककलेची माहिती हवी आहे.","हैलो, मैं उत्तर-पूर्वी व्यंजनों को ट्राई करना चाहती हूँ।"
"My friend, Cyril told me you are the right person to talk to when it comes to food and restaurant recommendations.",सिरील या माझा मित्राने मला सांगितले की कोणते खाद्यपदार्थ आणि उपाहारगृहे निवडावी हे सांगण्याकरता तुम्ही अगदी योग्य आहात.,मेरे दोस्त सिरिल ने बताया कि खाने और रेस्तराँ की खासियतें बताने की बात आए तो उसके लिए आप एकदम सही हैं।
"Yes, I have been in this place for quite some time, so I can help you with food recommendations.",हो. मी या ठिकाणी बऱ्याच वर्षांपासून आहे. त्यामुळं मी तुम्हाला खाद्यपदार्थ सुचवायला मदत करीन.,"हाँ, मैं काफी समय से इस जगह पर हूँ, तो मैं खाने को लेकर आपको सलाह देने में मदद कर सकती हूँ।"
"Khar, an Assamese delicacy, is a good place to start.",खार हा आसामी पदार्थाने सुरुवात चांगली होईल.,शुरुआत के लिए असमिया डिश खार अच्छी है।
"Oh, I see. Is it vegetarian?",असे होय? तो शाकाहारी आहे का?,"ओह, अच्छा। क्या यह शाकाहारी है?"
What is it made of?,तो कशापासून करतात?,किस चीज़ से बनती है ये ?
"It is made of a mix of red rice, beaten pulses and raw papaya so it is completely vegetarian.","तो लाल तांदुळ, फेटलेल्या डाळी आणि कच्च्या पपई एकत्र करून तयार करतात, त्यामुळं तो पूर्णतः शाकाहारी आहे.","यह लाल चावल, कुटी हुई दाल और कच्चे पपीते से बनती है इसलिए यह पूरी तरह से शाकाहारी है।"
A lot of Assamese spices also go into its making.,अनेक आसामी मसालेही त्यात वापरतात.,इसे बनाने में असम के कई मसालों का भी इस्तेमाल किया जाता है।
"Ok, I'll be sure to try that out","अरे वा, मी नक्कीच तो खाऊन बघेन.","ओके, मैं उसे पक्का ट्राई करूँगी"
What about bamboo rice?,बांबू राइस कसा असतो?,बैम्बू राइस क्या होता है?
I have heard that it is an Assamese special.,तो आसामचा एक खास पदार्थ आहे असं मी ऐकलंय.,मैंने सुना है कि यह असम का स्पेशल है।
I can't quite remember the name; it starts with P; I think.,मला नेमकं नाव आठवत नाहीये; मला वाटतं ते प नं सुरू होतं.,मुझे ठीक से नाम याद नहीं आ रहा है; मेरे ख्याल से शायद प से शुरू होता है।
The dish you're talking about is called Pitha or Khola Pitha.,तुम्ही ज्या पदार्थाविषयी बोलताय त्याला पिठा किंवा खोला पिठा म्हणतात.,"आप जिस डिश की बात कर रही हैं, उसे पीठा या खोला पीठा कहते हैं।"
Lightly flavored rice is filled in hollow bamboo stems to make it.,तो करण्यासाठी हलका सुगंधी तांदुळ पोकळ बांबूत भरतात.,इसे बनाने के लिए हल्की फ़्लेवर वाले चावल को बांस के खोखले तने में भर दिया जाता है।
"Oh, so this dish is vegetarian, too?","अच्छा, म्हणजे हा पदार्थ सुद्धा शाकाहारीच आहे?","ओह, तो यह डिश भी शाकाहारी है?"
"Yes, and it can have a sweet or a savoury flavor depending upon preference.",हो. आणि आवडीनुसार तो चवीला गोड किंवा खमंग केला जातो.,"हाँ, और इसे पसंद के मुताबिक मीठा या नमकीन बनाया जा सकता है।"
"Most people prefer the sweet version, and it's normally eaten with curd and molasses.",बहुतेक लोक गोड प्रकार पसंत करतात आणि सामान्यतः तो दही आणि गुळाबरोबर खातात.,ज़्यादातर लोगों को मीठा वाला पसंद आता है और आम तौर पर इसे दही और गुड़ के साथ खाया जाता है।
"Ok, could you give me a few non-vegetarian recommendations?",बरं. तुम्ही मला काही मांसाहारी पदार्थ सांगाल का?,"ओके, आप मुझे कुछ माँसाहारी व्यंजनों के बारे में सलाह दे सकती हैं?"
"I prefer non-vegetarian food, that's why.","मी मांसाहारी आहार आवडतो, म्हणून म्हटलं.","मुझे माँसाहार ज़्यादा पसंद है, इसलिए।"
"In that case, smoked pork from Nagaland will satiate your taste buds.",मग तर नागालँडचे धुरकटवलेले डुकराचे मांस तुमच्या जिभेचे चोचले पुरवेल.,तब तो आपको नागालैंड का स्मोक्ड पोर्क खाकर आनंद आ जाएगा।
"It's crispy outside, soft and juicy inside, and the smoky flavor in it is very rich.","ते बाहेरून कुरकुरीत, आतून मऊ आणि रसाळ आणि ते धुरकट केल्यामुळे रुचकर लागते.","यह बाहर से कुरकुरा, अंदर से नरम और जूसी होता है और इसका स्मोकी फ़्लेवर एकदम अनोखा होता है।"
"Oh, that sounds very tasty, but I don't eat pork.","वा, हे फारच चविष्ट असावं , पण मी डुकराचं मांस नाही खात.","ओह, यह सुनने में बहुत टेस्टी लग रहा है लेकिन मैं पोर्क नहीं खाती।"
"I'll tell about this dish to my friend Cyril, though.","पण माझ्या मित्राला, सिरीलला मी या खाद्यपदार्थाविषयी सांगेन.",पर मैं अपने दोस्त सिरिल को इस डिश के बारे में बताऊँगी।
Hmm.. then what about Thukpa?,हं.. मग थुकपाविषयी काय सांगाल?,हम्म...फिर थुकपा के बारे में क्या ख्याल है?
It's a noodle based dish from Arunachal Pradesh and the ingredients in it vary from lentils to any kind of meat.,तो अरुणाचल प्रदेशातील नूडल्सवर बेतलेला पदार्थ आहे आणि त्यात मसूरपासून कोणत्याही प्रकारचे मांस घातले जाते.,यह अरुणाचल प्रदेश की नूडल से बनने वाली डिश है और इसे बनाने में दालों से लेकर किसी भी तरह का मीट लिया जा सकता है।
"If you prefer fish, then Tenga fish dish from Assam will be to your liking.","तुम्हाला जर माझे आवडत असतील , तर आसामची टेंगा माशाची पाककृती तुम्हाला आवडेल.","अगर आपको मछली पसंद है, तो आपको असम की टेंगा फ़िश डिश पसंद आएगी।"
"I am fond of noodles, so Thukpa is the first on my list of North-Eastern dishes to try out.","मला नूडल आवडतात, ईशान्येतील पदार्थांमध्ये सगळ्यात पहिल्यांदा मी थुपका चाखेन.","मुझे नूडल पसंद हैं, तो उत्तर-पूर्वी व्यंजनों को आज़माने की लिस्ट में मेरी सबसे पहली डिश थुकपा है।"
I will try out Tenga as well.,मी टेंगाही खाऊन बघेन.,मैं टेंगा भी ट्राई करके देखूँगी।
Are North-Eastern dishes generally spicy?,ईशान्येकडचे खाद्यपदार्थ सहसा मसालेदार असतात का?,क्या उत्तर-पूर्वी खाने आम तौर पर मसालेदार होते हैं?
"No, they're not spicy at all.","नाही नाही, मसालेदार मुळीच नसतात.","नहीं, बिल्कुल भी मसालेदार नहीं होते।"
"In fact, they are refreshing and aromatic.","खरं तर, ते मन उल्हासित करणारे आणि स्वादिष्ट असतात.",बल्कि वो एकदम तरोताज़ा करने वाले और ख़ुशबूदार होते हैं।
"Hello, is it TATA Capital?","हॅलो, टाटा कॅपिटलमधून बोलताय का?","हैलो, क्या यह टाटा कैपिटल है?"
Yes it is TATA Capital.,हो. हे टाटा कॅपिटल आहे.,जी हाँ यह टाटा कैपिटल है।
How may I help you?,मी आपली काय मदत करू शकते?,मैं आपकी किस प्रकार सहायता कर सकती हूँ?
I want to avail some personal laon.,मला थोडं वैयक्तिक कर्ज हवंय.,मुझे कुछ पर्सनल लोन चाहिए।
Can you please check with my credit score and let me know how much can I get?,तुम्ही माझं पतमानांकन तपासून मला कितीपर्यंत कर्ज मिळू शकतं हे कृपया मला सांगाल का?,क्या आप मेरा क्रेडिट स्कोर देखकर बता सकती हैं कि मुझे कितना मिल सकता है?
Yes sure please wait a minute.,"हो, नक्कीच. कृपया एक मिनिट थांबा.",हाँ बिल्कुल प्लीज़ एक मिनट रुकें।
You can avail a loan of maximum 8 lakhs as per your credit score.,"तुम्ही तुमच्या पतमानांकनानुसार, जास्तीत जास्त ८ लाखांच्या कर्जाचा लाभ घेऊ शकता.",आपको अपने क्रेडिट स्कोर पर ज़्यादा से ज़्यादा 8 लाख का लोन मिल सकता है।
What is the rate of interest currently on personal loans?,सध्या वैयक्तिक कर्जावर व्याजदर किती आहे?,फ़िलहाल पर्सनल लोन पर ब्याज दर क्या है?
And may I know the procedure of applying for one?,आणि त्यासाठी अर्ज करण्याची प्रक्रिया मला कळू शकेल का ?,और क्या मुझे एप्लाई करने का तरीका बता सकती हैं?
Personal loan interest rates can typically vary anywhere between 10.50% and 24%.,वैयक्तिक कर्जाचे दर हे सामान्यपणे १०.५०% आणि २४% यादरम्यान कुठेतरी बदलत असतात.,पर्सनल लोन की ब्याज दर आम तौर पर 10.50% और 24% के बीच हो सकती है।
It is usually based on how you fulfill the personal loan eligibility requirements of the financial institution.,"ते सर्वसाधारणपणे, वित्तीय संस्थेच्या वैयक्तिक कर्ज पात्रतेच्या गरजांची तुम्ही पूर्तता कशी करता यावर आधारित असतं.",यह आम तौर पर इस बात पर निर्भर करता है कि आप वित्तीय संस्थान की पर्सनल लोन योग्यता से जुड़ी ज़रूरतों को कैसे पूरा करते हैं।
There are quite a few documents that you need to submit for the process to start.,प्रक्रिया सुरू करण्यासाठी तुम्हाला काही कागदपत्रं सादर करावी लागतील.,प्रोसेस शुरू करने के लिए आपको कुछ डॉक्यूमेंट सबमिट करने होंगे।
"The documents required to establish your credentials like Voter Card, Aadhaar Card and PAN Card.","मतदार ओळखपत्र, आधार कार्ड आणि पॅनकार्ड अशी तुमची ओळख प्रस्थापित करण्यासाठी लागणारी कागदपत्रं.","आपके क्रेडेंशियल के प्रमाण के लिए वोटर कार्ड, आधार कार्ड और पैन कार्ड जैसे डॉक्यूमेंट ज़रूरी हैं।"
Proof of identity and proof of residence.,ओळखीचा पुरावा आणि वास्तव्याचा पुरावा.,पहचान का प्रमाण और निवास का प्रमाण।
Income documents like salary slip for the last three months and IT returns statement.,गेल्या तीन महिन्यांतील वेतनपत्रं आणि आय.टी. विवरणपत्रासारखी उत्पन्नविषयक कागदपत्रं.,आय से जुड़े डॉक्यूमेंट जैसे पिछले तीन महीने की सैलरी स्लिप और आई.टी. रिटर्न स्टेटमेंट।
Do I need to visit the branch personally?,मला व्यक्तिशः शाखेला भेट द्यावी लागेल का?,क्या मुझे व्यक्तिगत तौर पर ब्रांच में आना होगा?
Or can I apply online?,की मी ऑनलाइन अर्ज करू शकतो?,या मैं ऑनलाइन अप्लाई कर सकता हूँ?
Application can be done online.,अर्ज ऑनलाइन करता येऊ शकतो.,ऑनलाइन अप्लाई कर सकते हैं।
But for document submission and verification you have to visit the branch.,पण कागदपत्रं सादर करण्यासाठी आणि त्यांची पुष्टी करण्यासाठी तुम्हाला शाखेला भेट द्यावी लागेल.,लेकिन डॉक्यूमेंट सबमिट करने और वेरिफ़िकेशन के लिए आपको ब्रांच आना होगा।
"I'm a regular customer at your firm, you can check with that.",मी तुमच्या आस्थापनाचा नियमित ग्राहक आहे. तुम्ही ते तपासूंन बघू शकता.,"मैं आपके फ़र्म का नियमित ग्राहक हूँ, आप उससे देख सकते हैं।"
Can I just send my documents to your office?,मी माझी कागदपत्रं नुसती तुमच्या कार्यालयात पाठवून दिली तर चालेल का?,क्या मैं बस आपके ऑफ़िस में अपने डॉक्यूमेंट भेज सकता हूँ?
"Sir, it won't take much time, sending the documents might get mixed with the other applications.","साहेब, त्याला जास्त वेळ नाही लागणार. कागदपत्रं पाठवलीत तर ती इतर अर्जांमध्ये मिसळू शकतील.","सर, इसमें ज़्यादा टाइम नहीं लगेगा, हो सकता है कि डॉक्यूमेंट भेजने से वह दूसरे एप्लिकेशनों से मिक्स हो जाए।"
"What are the lower and upper limits on a personal loan, usually?",सामान्यपणे वैयक्तिक कर्जाची खालची आणि वरची मर्यादा किती असते?,आम तौर पर पर्सनल लोन पर लोअर और अपर लिमिट क्या हैं?
"We provide Personal Loans from a minimum of 75,000 to a maximum of 35,00,000/- depending on your eligibility.","आम्ही तुमच्या पात्रतेनुसार, कमीत कमी ७५,००० पासून ते जास्तीत जास्त ३५,००,००० पर्यंत वैयक्तिक कर्ज पुरवतो.","हम आपकी योग्यता के आधार पर कम से कम 75,000 से लेकर ज़्यादा से ज़्यादा 35,00,000/- का पर्सनल लोन देते हैं।"
"Ok then, thank you for the information.","ठीक आहे तर, तुम्ही दिलेल्या माहितीबद्दल धन्यवाद.","ठीक है फिर, बताने के लिए शुक्रिया।"
I'll visit the branch soon.,मी लवकरच शाखेला भेट देईन.,मैं जल्दी ही ब्रांच में आऊँगा।
Please get in touch in case of any other assistance.,आणखी काही माहिती हवी असेल तर कृपया संपर्क साधा.,और किसी सहायता के लिए कृपया संपर्क करें।
"Kamala, when are you coming back to work?","कमला, तू कामावर कधी परत येणार आहेस?","कमला, तुम काम पर कब वापस आ रही हो?"
Have you even seen the calendar?,तू दिनदर्शिका तरी पाहिली आहेस का?,तुमने कैलेंडर की तरफ देखा भी है?
It's been almost a month.,आता जवळजवळ एक महिना झालाय.,लगभग एक महीना होने आ गया है।
I thought you said you were taking a leave for 10 days.,"मला वाटलं की, तू म्हणाली होतीस की तू १० दिवसांची सुटी घेतेयस.",मुझे लगा कि तुमने कहा था कि तुम 10 दिन की छुट्टी ले रही हो।
I'm sorry ma'am.,मला माफ करा बाई.,मुझे माफ़ करें मैम।
I wasn't able to inform you.,मला तुम्हाला कळवता आलं नाही.,मैं आपको खबर नहीं कर सकी।
Where even are you?,तू आहेस तरी कुठे?,पर तुम थी कहाँ?
Are you still at your paternal house?,तू अजूनही तुझ्या माहेरी आहेस का?,क्या तुम अभी भी अपने मायके में हो?
"No ma'am, I came home three days back.","नाही बाई, मी तीन दिवसांपूर्वीच घरी आले.","नहीं मैम, मैं तीन दिन पहले घर आ गई थी।"
Three days back?,तीन दिवसांपूर्वी?,तीन दिन पहले?
Why aren't you coming to work then?,तर मग तू कामावर का येत नाहीयेस?,फिर तुम काम पर क्यों नहीं आ रही हो?
My hand is a bit swollen.,माझा हात जरासा सुजला आहे.,मेरे हाथ में थोड़ी सूजन है।
I'm finding it difficult to work.,काम करणं मला कठीण वाटतं आहे.,मुझे काम करने में दिक्कत होती है।
Swollen? Did you see a doctor?,सुजलाय? डाॅक्टरकडे गेली होतीस का तू?,सूजन? डॉक्टर को दिखाया तुमने ?
The doctor advised to take rest for a few days.,डॉक्टरांनी काही दिवस विश्रांती घ्यायला सांगितलं आहे.,डॉक्टर ने कुछ दिन आराम करने के लिए कहा है।
He surely didn't mean a month?,त्यांना महिनाभर नक्कीच म्हणायचं नसेल ना?,पूरे महीने के लिए तो नहीं कहा होगा उन्होंने?
"You haven't fractured your hand, have you?","तुझा हात मोडलेला नाही ना, मोडलाय का?",तुम्हारा हाथ टूट तो नहीं गया है न?
"No ma'am, that's not the case.",नाही बाई. तसं नाही झालेलं.,"नहीं मैम, ऐसा नहीं है।"
What is the case?,मग काय झालंय?,फिर क्या है?
"I don't know, ma'am.","मला माहीत नाही, मॅडम.","मुझे नहीं पता, मैम।"
"My hand is swollen, it hurts.",माझा हात सुजला आहे. दुखतो आहे.,"मेरे हाथ में सूजन है, दर्द होता है।"
"If you had ever done your work properly, it wouldn't have.","तू जर तुझं काम व्यवस्थित केलं असतंस, तर तसं झालं नसतं.","अगर तुमने कभी काम ठीक से किया होता, तो ऐसा नहीं होता।"
You never fold the clothes.,तू कपड्यांच्या घड्या कधीच घालत नाहीस.,तुम कभी कपड़े भी तह नहीं करती हो।
The utensils are never quite clean.,भांडी कधीच पूर्ण स्वच्छ नसतात.,बर्तन कभी ठीक से साफ़ नहीं होते।
You don't even have to wash the clothes because of the washing machine!,धुलाईयंत्रामुळे तुला कपडेसुद्धा धुवावे लागत नाहीत!,तुम्हें वॉशिंग मशीन की वजह से कभी कपड़े भी नहीं धोने पड़ते!
This isn't done at all.,हे असं मुळीच चालणार नाही.,ऐसे थोड़ी होता है।
"I do as much as I can, ma'am.","मला जेवढं जमतं तेवढं मी करते, बाई.","मेरे से जितना बनता है मैं करती हूँ, मैम।"
Don't talk back to me.,माझ्याशी उलटून बोलू नकोस.,मुझे जवाब मत दो।
"Stay back at home, relax.",घरी राहा. आराम कर.,"घर पर ही रहो, आराम करो।"
You don't need to come work for me anymore.,तुला माझ्याकडे कामाला यायची गरज नाही यापुढे.,तुम्हें मेरे यहाँ काम पर अब आने की ज़रूरत नहीं है।
I'm firing you.,मी तुला कामावरून काढून टाकतेय.,मैं तुम्हें निकाल रही हूँ।
Wow! this is so swanky.,वा! काय आलीशान आहे.,वाओ! ये तो बहुत शानदार है।
When did you get it?,कधी मिळाली तुला ही?,तुमने कब ली?
"Can I drive, please?",मी चालवू शकतो का प्लीज?,"मैं ड्राइव कर सकता हूँ, प्लीज़?"
Are you sure you can?,तू चालवू शकशील याची खात्री आहे तुला ?,पक्का तुम्हें चलाना आता है?
I don't want any harm to this beauty.,ह्या सुंदरीला जराही इजा झालेली नकोय मला.,मैं इस ब्यूटी को ख़राब नहीं करना चाहता।
Why not!?,का नाही!?,क्यों नहीं!?
I can try.,मी प्रयत्न करू शकतो.,मैं कोशिश कर सकता हूँ।
Do you not have insurance?,तुझ्याकडे हिचा विमा नाही का?,तुम्हारे पास इंश्योरेंस नहीं है क्या?
Haha..sorry I am kidding.,"हाहा... माफ कर अं, मी गंमत करतोय.",हाहा..सॉरी मैं मज़ाक कर रहा था।
