src,mar_Deva,hin_Deva
This one could come down to a battle of the forwards.,ही आघाडीवीरांमधील झुंज ठरू शकते.,यह फॉर्वर्ड खिलाड़ियों के बीच प्रतिस्पर्धा बन कर रह सकती है।
"Will Harry Kane and Son Heung-min blow Milan away with their quality, or will former Chelsea and Arsenal forward Olivier Giroud return to haunt Spurs again?","हॅरी केन आणि सोन ह्युंग-मिन त्यांच्या दर्जाच्या आधारे मिलानला बाजूला सारतील का, किंवा भूतपूर्व चेल्सीया आणि आर्सेनल स्पर्सला पुन्हा त्रस्त करण्याकरता ऑलिविअर जिराऊडचे परत जाणे पुढे ढकलतील?","क्या हैरी केन और सोन ह्यूँग-मिन अपनी गुणवत्ता से मिलान का दिल जीत लेंगे, या फिर पूर्व चेल्सा और आर्सेनल फॉर्वर्ड ओलिवियर गिरौद स्पर्स को डराने के लिए वापस लौटेंगे?"
It can be played indoors or outdoors.,तो अंतर्गेही किंवा बहिर्गेही खेळता येतो.,यह अंतःकक्ष में या खुले में खेला जा सकता है।
Volleyball is a fast game played by two teams of six players each.,व्हॉलिबाॅल हा प्रत्येकी सहा खेळाडूंच्या दोन संघांद्वारे खेळला जाणारा वेगवान खेळ आहे.,वॉलीबॉल एक तेज गति का खेल है जो दो दलों के बीच खेला जाता है जिसमें प्रत्येक दल में छः खिलाड़ी होते हैं।
"It was superseded by the Marylebone Cricket Club (M.C.C.), with its headquarters at Lords, London.",लंडनमधील लॉर्ड्स येथे मुख्यालय असलेल्या मेरीलबोन क्रिकेट क्लबने (एम.सी.सी.) त्याची जागा घेतली.,"इसे मैरीलेबोन क्रिकेट क्लब (एम.सी.सी.), जिसका मुख्यालय लंदन में लॉर्ड्स में है, द्वारा हटा दिया गया था।"
A visa is a certificate prepared by the immigration officials of a foreign country with a stamp marked on a passport after verifying the person's credentials.,"व्हिसा हे परदेशातील स्थलांतर अधिकाऱ्यांनी तयार केलेले, त्या व्यक्तीच्या ओळखपत्रांची खात्री करून, पासपार्टवर शिक्का असलेले प्रमाणपत्र असते.",वीज़ा विदेश के आप्रवासन अधिकारियों द्वारा व्यक्ति के विवरणों की जाँच करने के बाद तैयार किया गया प्रमाणपत्र है जिसके लिए पासपोर्ट पर स्टैम्प लगाया जाता है।
It gives the person the right to enter a country and stay for a temporary period.,त्याद्वारे व्यक्तीला त्या देशात प्रवेश करण्याची आणि तात्पुरत्या काळासाठी वास्तव्य करण्याची परवानगी मिळते.,यह व्यक्ति को देश में प्रवेश करने और अस्थायी अवधि के लिए रहने का अधिकार देता है।
"As per the report of the Sargent Committee, the Tourist Traffic Committee was appointed in 1948.","सार्जंट समितीच्या अहवालानुसार, १९४८ साली पर्यटक वाहतूक समितीची नेमणूक करण्यात आली.","सार्जेन्ट समिति की रिपोर्ट के अनुसार, पर्यटक यातायात समिति 1948 में गठित की गई थी।"
"Attractions, accommodations, supporting facilities, and infrastructure are the basic elements of tourism.","आकर्षणस्थळे, निवासव्यवस्था, पूरक सोयी आणि साधनसुविधा हे पर्यटनाचे मूलभूत घटक आहेत.","आकर्षक स्थल, आवास, सहायक सुविधाएं और मूलभूत सुविधाएं पर्यटन के मूल तत्व हैं।"
"For the better development of tourism, these facilities should be developed in respective areas and for this public as well as the private sector should take a lead.","पर्यटनाचा चांगल्याप्रकारे विकास व्हावा, यासाठी या सुविधा संबंधित क्षेत्रांमध्ये विकसित केल्या गेल्या पाहिजेत, आणि हे होण्यासाठी सार्वजनिक तसेच खासगी क्षेत्राने पुढाकार घेतला पाहिजे.","पर्यटन के बेहतर विकास के लिए, इन सुविधाओं को संबंधित क्षेत्रों में विकसित किया जाना चाहिए और इसके लिए सार्वजनिक एवं निजी क्षेत्र को अगुआई करनी चाहिए।"
"BACKWATERS of Kerala encompass a complex network of lagoons, lakes, & canals, that are best experienced aboard a traditional thatch-roofed rice houseboat known as 'Kettuvallam'.","केरळचे कोंडपाणी हे तलाव, सरोवरे आणि कालवे यांचे एक गुंतागुंतीचे जाळे आहे, ज्याचा सर्वोत्तम अनुभव 'केट्टुवल्लम' नामक पारंपरिक गवती छप्पराच्या तांदुळवाहू नौकागृहावरूनच घेता येतो.","केरल के अप्रवाही जल में समुद्रताल, झील और नहरों का एक जटिल जाल है जिनका सर्वोत्तम अनुभव 'केट्टुवल्लम' नामक पारंपरिक छप्पर की छत लगी चावल की ढुलाई करने वाली गृहनौकाओं में चढ़ कर लिया जा सकता है।"
"On display are life on the banks, lush green rice fields, and coconut groves with an occasional temple or church as you cruise through the backwaters.","तुम्ही जसजसे कोंडपाण्यातून सफर करीत जाता, तसे किनाऱ्यावरील जीवन, भाताची हिरवीगर्द शेते आणि मधूनच मंदिर किंवा चर्चसह नारळीच्या बागा यांचे प्रदर्शन मांडलेले दिसते.","अप्रवाही जल में नौकाविहार करते हुए आप देख सकेंगे तटीय इलाके का जीवन, हरे-भरे धान के खेत, और नारियल के बाग जिनके बीच-बीच में कोई मंदिर या गिरिजाघर होगा।"
"BODHGAYA (Bihar), was the place where Prince Siddhartha attained enlightenment and became Lord Buddha.","बोधगया (बिहार) हेच ते ठिकाण, जेथे राजपुत्र सिद्धार्थाला ज्ञानप्राप्ती झाली आणि तो भगवान बुद्ध बनला.",बोधगया (बिहार) वह स्थान था जहाँ पर राजकुमार सिद्धार्थ को प्रबोधन प्राप्त हुआ और वे भगवान बुद्ध बने।
They built Dak bungalows on the side of the road for the convenience of Dak travellers.,डाक घेऊन प्रवास करणाऱ्यांच्या सोयीसाठी त्यांनी रस्त्याच्या बाजूस डाकबंगले बांधले.,उन्होंने डाक यात्रियों की सुविधा के लिए सड़क के बगल में डाक बंगलों का निर्माण कराया।
"Taking you on an enchanting and mesmerising journey through Karnataka, the Golden Chariot complements the rich culture of the state of Karnataka and is a marvel in itself.","कर्नाटकातून तुम्हाला एका भारावणार्‍या आणि मंत्रमुग्ध करणाऱ्या सफरीवर नेणारी गोल्डन चॅरियट, कर्नाटक राज्याच्या समृद्ध संस्कृतीला पूरक ठरते आणि ती स्वतःच एक अद्भूत गोष्ट आहे.","कर्नाटक के एक जादुई और सम्मोहित करने वाले सफर पर ले जाने वाली स्वर्ण रथ, राज्य की समृद्ध संस्कृति की पूरक है और खुद में एक चमत्कार है।"
"The coach chambers of the train are steeped in history, under a sky of intricate craftsmanship that narrates timeless tales.","या रेलगाडीच्या डब्यांतील कक्षांमध्ये इतिहास ओतप्रोत भरलेला आहे, आणि त्यातील बारीक नक्षीकाम कालातीत कहाण्या सांगते.","बारीकी से की गई कलाकारी से सुसज्जित, ट्रेन के डब्बों के कक्ष इतिहास की शाश्वत कथाओं को व्यक्त करते हैं।"
"In the heart of Rajasthan, lie a number of small towns and villages, which define the true essence of this land.","राजस्थानच्या ह्रदयस्थानी, काही छोटी शहरे आणि गावे आहेत, जे या भूमीचे खरे सार सांगतात.",राजस्थान के बीचों-बीच कई छोटे नगर और गांव हैं जो इस भूमि के असली मूलतत्व को स्पष्ट करते हैं।
India is a land of great variety and contrast.,भारत ही मोठे वैविध्य आणि विरोधाभास असलेली भूमी आहे.,भारत महान विविधता और वैषम्य की भूमि है।
Tourism has emerged as one of India's important industries.,पर्यटन हे भारतातील एक महत्त्वपूर्ण उद्योग म्हणून उदयास आले आहे.,पर्यटन भारत के महत्वपूर्ण उद्योगों में से एक के रूप में उभर रहा है।
"The natural surroundings, the architectural masterpieces, the music, dance, paintings, customs, and languages all go to make India a tourist paradise.","निसर्गरम्य परिसर, वास्तुकलेचे उत्कृष्ट नमुने, संगीत, नृत्य, चित्रे, चालीरीती आणि भाषा, या सगळ्यामुळे भारत पर्यटकांसाठीचे नंदनवन बनतो.","प्राकृतिक परिवेश, वास्तुकला की महान कृतियाँ, संगीत, नृत्य, चित्रकारी, रीतियाँ, और भाषाएं, यह सब मिलकर भारत को पर्यटकों के लिए स्वर्ग बनाते हैं।"
Interaction with the tourists helps to develop hospitable conduct amongst the workers associated to tourism industry in local areas.,"पर्यटकांशी होणाऱ्या संवादामुळे, स्थानिक परिसरातील पर्यटन उद्योगाशी संबंधित कामगारांमध्ये, आतिथ्यशील वर्तणूक वाढीस लागण्यास मदत होते.",पर्यटकों के साथ बातचीत करने से स्थानीय क्षेत्रों में पर्यटन उद्योग से संबंधित कर्मियों में आतिथेय व्यवहार विकसित होता है।
"The distinctive architecture seen in Dutch mansions, Portuguese churches, Jewish synagogues, British storehouses and 14th-century Chinese fishing nets, reflects Kochi's long history as an important seaport and trading centre.","डच हवेल्या, पोर्तुगीज चर्च, ज्यू लोकांचे उपासनास्थान, ब्रिटीश कोठारे यांची वैशिष्ट्यपूर्ण वास्तुकला आणि १४व्या शतकातील मासे पकडायची चीनी जाळी, यातून एक महत्त्वाचे बंदर आणि व्यापारी केंद्र म्हणून कोचीचा इतिहास प्रतिबिंबित होतो.","डच निवास्थानों में दिखने वाली विशिष्ट वास्तुकला, पुर्तगाली गिरजाघर, यहूदी उपासनागृह, अंग्रेज़ों के भंडारघर और 14वीं शताब्दी के मछली पकड़ने के चीनी जाल कोची के महत्वपूर्ण बंदरगाह और व्यापारिक केंद्र होने के लंबे इतिहास को दर्शाते हैं।"
Kerala has been included in the top 50 tourist destinations for a once-in-a-lifetime visit by the National Geographic Channel.,"नॅशनल जिओग्राफिक वाहिनीने, आयुष्यात एकदा तरी भेट देण्यासारख्या ५० सर्वोत्तम पर्यटनस्थळांमध्ये केरळचा समावेश केलेला आहे.",नेशनल ज्योग्राफिक चैनल ने जीवन में कम से कम एक बार देखने योग्य शीर्ष 50 पर्यटक स्थलों की सूची में केरल को शामिल किया है।
"The beauty of Kerala lies in its placid nature, encompassing serene backwaters, beaches, hill stations, spice plantations, flora and fauna, Ayurveda, boat races, natural harbours and more.","केरळचे सौंदर्य हे कोंडपाण्याचे रमणीय साठे, समुद्र किनारे, थंड हवेची ठिकाणे, मसाल्याचे मळे, फळे आणि फुले, आयुर्वेद, होड्यांच्या शर्यती, नैसर्गिक बंदरे आणि असे बरेच काही सामावून घेणाऱ्या तेथील शांत निसर्गात आहे.","केरल की सुंदरता उसकी शांत प्रकृति के कारण है जिसमें शामिल है अप्रवाही जल, तट, पहाड़ी इलाके, मसालों के बाग, वनस्पति और जीव, आयुर्वेद, नौका दौड़, प्राकृतिक बंदरगाह और काफी कुछ।"
Munnar is carpeted by thick forests and tea estates.,मुन्नारमध्ये घनदाट जंगलांचा आणि चहाच्या मळ्यांचा गालिचा पसरलेला आहे.,मुन्नार घने जंगलों और चाय के बागानों से ढका हुआ है।
"Of these, some monuments also figure in the list of World Heritage Sites recognized by UNESCO.",यापैकी काही वास्तू युनेस्कोने मान्यता दिलेल्या जागतिक वारसास्थळांच्या सूचीमध्येही समाविष्ट आहेत.,इनमें से कुछ स्मारक यूनेस्को द्वारा मान्य विश्व धरोहर स्थलों की सूची में भी शामिल हैं।
Maharashtra has recognized tourism as a major thrust area for economic growth in the state because Sahyadri Mountain is the backbone of Maharashtra.,"सह्याद्री पर्वत हा महाराष्ट्राचा कणा असल्याने, राज्याच्या आर्थिक विकासास चालना देणारे एक प्रमुख क्षेत्र म्हणून महाराष्ट्राने पर्यटनाला मान्यता दिलेली आहे.",महाराष्ट्र ने पर्यटन को राज्य में आर्थिक विकास के लिए प्रमुख ध्यान देने योग्य क्षेत्र माना है क्योंकि सह्याद्रि पहाड़ महाराष्ट्र की रीढ़ है।
"Meet and Greet Service at the airport is an important service for tourists as well as for the company, since it helps the tourists in fast-track clearance through arrivals or departures, helping with transfers, baggage and family travel and ensures a swift, smooth and safe passage through the airport.","आगमन किंवा प्रयाणावेळी पर्यटकांचे जलदरित्या निष्कासन होण्यासाठी ती करीत असलेले साह्य, हस्तांतर, सामानसुमान आणि कुटुंबासह प्रवास करतानाची मदत आणि विमानतळातून शीघ्र, सुरळीत आणि सुरक्षित मार्गक्रमण सुनिश्चित करीत असल्याने, विमानतळावरील गाठभेट सेवा ही पर्यटक, तसेच कंपनीसाठी एक महत्त्वपूर्ण सेवा आहे.","विमानपत्तन पर स्वागत सेवा आगंतुकों और कंपनी दोनों ही के लिए एक अत्यंत महत्वपूर्ण सेवा है क्योंकि यह आगंतुकों को आगमन या प्रस्थान के समय त्वरित और आसान पारगमन, स्थानांतरण, सामान, और परिवार-सहित यात्राओं में सहायक होती है, और हवाई अड्डे से शीघ्र, बाधारहित और सुरक्षित मार्ग सुनिश्चित करती है।"
"On a 720 km long strip between the Western Ghats and the Arabian Sea, lie a host of hidden beaches and creeks.","पश्चिम घाट आणि अरबी समुद्र यांच्यामधील ७२० कि. मी. लांबीच्या पट्टीमध्ये, अनेक छुपे किनारे आणि खाड्या आहेत.",पश्चिमी घाटी और अरब सागर के बीच 720 कि.मी. लंबी पट्टी में कई छुपे हुए समुद्री तट और सँकरी खाड़ियाँ हैं।
"These solitary beaches, alongside the wild and verdant Western Ghats, are a quiet alternative to their boisterous Goan counterpart.","वन्य आणि हिरव्यागर्द पश्चिम घाटांच्या कडेचे हे निर्जन किनारे, त्यांच्या गोव्यातील कोलाहलयुक्त प्रतिरूपांना शांत पर्याय आहेत.",हरे-भरे पश्चिमी घाटों से लगे ये एकांत समुद्र तट शोरगुल वाले गोआ के सुमुद्री तटों के लिए एक शांत विकल्प हैं।
"PERIYAR, the hub of spice plantations in Kerala, is also famous for its wildlife park, which is best experienced aboard a boat cruise on Lake Periyar.","पेरियार हे केरळमधील मसाल्याच्या मळ्यांचे केंद्र, वन्यजीव अरण्याकरता देखील प्रसिद्ध आहे, आणि त्याचा पेरियार सरोवरात नौकानयन करताना उत्तम अनुभव घेता येतो.","पेरियार, केरल के मसालों के बागानों का केंद्र, अपने वन्यजीव अभयारण्य के लिए भी जाना जाता है, जिसका सर्वश्रेष्ठ अनुभव पेरियार झील में नौका-विहार करते हुए लिया जा सकता है।"
"Besides, there are several other offices at the focal point of international tourist interest.","त्याशिवाय, आंतरराष्ट्रीय पर्यटकांना रस असलेल्या केंद्रबिंदूवर इतर अनेक कार्यालये आहेत.","इसके अलावा, कई अन्य कार्यालय अंतर्राष्ट्रीय पर्यटकों की रुचि वाले स्थानों में भी हैं।"
Drifting down the serene lakes in Shikaras and living in wooden houseboats are unique experiences offered by Srinagar.,"शिकाऱ्यातून नितळ सरोवरांत खाली वाहत जाणे, आणि लाकडी नौकागृहांमध्ये वास्तव्य करणे, हे श्रीनगर देऊ करीत असलेले आगळे अनुभव आहेत.",श्रीनगर शांत झीलों में शिकारे में घूमने और लकड़ी की बनी गृहनौकाओं में रहने जैसे अद्वितीय अनुभव प्रदान करता है।
"Set like a jeweled crown on the map of India, Kashmir changes its hues with seasons - in winter, when snow carpets the mountains, there is skiing and sledge riding along the gentle slopes; in spring and summer, the honey-dewed orchards, rippling lakes make the valley breathtakingly beautiful.","भारताच्या नकाशात रत्नजडित मुकुटासारखे सजलेले काश्मीर ऋतूंबरोबरच आपल्या रंगच्छटा बदलते - हिवाळ्यात, जेव्हा पर्वतांवर हिम गालिचा पसरवते, तेव्हा सौम्य उतारांवर घसरजोडा आणि हिमशकटस्वारी चालते; वसंतात आणि उन्हाळ्यात, मधुबिंदूंनी व्यापलेल्या बागा, लहरी उठणारी सरोवरे, या खोऱ्याला विस्मयकारकरित्या सुंदर बनवतात.","भारत के मानचित्र पर रत्नजटित मुकुट की तरह जड़ा हुआ काश्मीर मौसम के साथ अपने रंग बदलता है – शीत ऋतु में, जब पर्वतों पर हिम की कालीन बिछ जाती है, तब मंद ढलानों पर स्की करना और स्लेज पर सवारी करना; वसंत और ग्रीष्म में, मधुरस से भरे फलों के बागान, लहरों वाली झीलें इस घाटी को असाधारण रूप से खूबसूरत बनाते हैं।"
"In 2015, Foreign Exchange Earnings for India from the industry were 16.94 billion dollars.",२०१५ साली या उद्योगातून भारताला झालेली विदेशी चलनप्राप्ती १६.९४ अब्ज डॉलरची होती.,"2015 में, इस उद्योग से भारत की विदेशी मुद्रा की आय 1.694 करोड़ डॉलर थी।"
"The Bagh caves, like those at Ajanta, were excavated on a perpendicular sandstone rock face of a hill across the seasonal stream of Baghani.","अजिंठ्याला आहेत त्याप्रमाणेच, बाग लेणी बाघनीच्या मोसमी प्रवाहाच्या पलीकडील टेकडीच्या, एका लंबाकार वालुकाष्म खडकाच्या समोरच्या भागावर खोदण्यात आली होती.",अजंता की गुफाओं के समान ही बाघ गुफाएं बाघिनी नदी की मौसमी धारा के किनारे बलुआ पत्थर की पहाड़ी की खड़ी ढाल पर स्थित हैं।
"The state has a separate department for tourism, set up in 1969, but the Maharashtra State Tourism Development Corporation (MTDC), a government body to promote tourism was established in 1975.","राज्यात १९६९ साली स्थापन केलेला स्वतंत्र पर्यटन विभाग आहे, मात्र महाराष्ट्र राज्य पर्यटन विकास प्राधिकरण (एम. टी. डी. सी.) हे पर्यटनाला प्रोत्साहन देणारे शासकीय मंडळ १९७५ साली स्थापन करण्यात आले.","राज्य ने 1969 में पर्यटन के लिए एक अलग विभाग स्थापित किया था लेकिन 1975 में पर्यटन को बढ़ावा देने के लिए एक सरकारी निकाय, महाराष्ट्र पर्यटन विकास निगम (एम.टी.डी.सी.) स्थापित किया गया।"
"India has immense possibilities for growth in the tourism sector with its vast cultural and religious heritage and varied natural attractions, but comparatively small role in the world tourism scenario.","भारताला त्याचा विशाल सांस्कृतिक आणि धार्मिक वारसा आणि वैविध्यपूर्ण नैसर्गिक आकर्षणस्थळे, यामुळे पर्यटनक्षेत्राच्या वाढीसाठी अफाट संभाव्यता आहेत, परंतु जागतिक पर्यटनाच्या परिदृश्यात तो तुलनेने छोटी भूमिका बजावतो.",भारत के विस्तृत सांस्कृतिक और धार्मिक धरोहर एवं विविध प्राकृतिक आकर्षणों के कारण पर्यटन क्षेत्र में प्रगति करने की उसकी अच्छी संभावना है लेकिन वैश्विक पर्यटन के परिदृश्य में तुलनात्मक रूप से इसकी भूमिका कम रही है।
Tourism emerged as the largest global industry of the 20th century and is projected to grow even faster in the 21st century.,"२० व्या शतकातील सर्वांत मोठा जागतिक उद्योग म्हणून पर्यटनक्षेत्र उदयास आले आहे, आणि २१ व्या शतकात ते यापेक्षा अधिक गतीने विकसित होईल, असे दर्शविण्यात आले आहे.",20वीं शताब्दी में पर्यटन सबसे बड़े वैश्विक उद्योग के रूप में उभरा और अनुमान है कि 21वीं शताब्दी में यह और तेजी से बढ़ेगा।
"Tourism is our business, but each tour is a traveler's memory.","पर्यटन हा आमचा व्यवसाय आहे, पण प्रत्येक सफर ही पर्यटकाची स्मृती असते.",पर्यटन हमारा व्यवसाय है लेकिन हर सफर यात्री के लिए एक स्मृति है।
"Travel documents include passport, visa, currency certificate or endorsement of currency in the passport, travel insurance, income tax statements, health certificates, etc.","प्रवासाच्या कागदपत्रांमध्ये पारपत्र, व्हिसा, चलन प्रमाणपत्र किंवा पारपत्रातील चलनाची पुष्टी, प्रवासाचा विमा, आयकर विवरणपत्रे, आरोग्याचे दाखले इ. चा समावेश होतो.","यात्रा दस्तावेज़ों में शामिल हैं पासपोर्ट, वीज़ा, मुद्रा प्रमाणपत्र या पासपोर्ट में मुद्रा का अनुमोदन, यात्रा बीमा, आयकर कथन, स्वास्थ्य प्रमाणपत्र, आदि।"
"Some of these festivals are the Ellora festival, the Pune Ganesh festival, the Gharapuri festival, Paryatan Mahotsav in Murud (Raigad), and others.","यापैकी काही महोत्सव म्हणजे वेरूळ महोत्सव, पुणे गणेश महोत्सव, घारापुरी महोत्सव, मुरुड (रायगड) येथील पर्यटन महोत्सव आणि इतर.","इन समरोह में से कुछ हैं एलोरा महोत्सव, पुणे गणेश महोत्सव, घारापुरी महोत्सव, मुरुड (रायगड) में पर्यटन महोत्सव तथा और भी।"
"Under the aegis of the corporation, a number of tourist homes, resorts, and hotels operate from several tourist sites to accommodate visitors and provide information and also arrange guided tours.","प्राधिकरणाच्या देखरेखीखाली अनेक पर्यटक गृहे, विश्रामगृहे आणि हॉटेल अभ्यागतांची सोय करण्याकरता, तसेच माहिती देणे आणि मार्गदर्शनासह सहलींची आखणी करण्याकरता अनेक पर्यटन स्थळांवरून कार्यरत असतात.","यात्रियों की सुविधा के लिए एवं जानकारी प्रदान करने तथा निर्देशित पर्यटन के लिए, निगम के तत्‍वावधान में विभिन्न पर्यटन साइटों के माध्यम से कई पर्यटन गृह, रिसॉर्ट, और होटल संचालित किए जा रहे हैं।"
This can be positive as well as negative.,ते सकारात्मक तसेच नकारात्मक असू शकतात.,"यह सकारात्मक एवं नकारात्मक, दोनों ही हो सकता है।"
"Without planning and controlling mechanisms, the development of tourism may end by having social, cultural and economic distortions, which will be reflected in the relationship between tourists and local people.","नियोजन आणि नियंत्रण यंत्रणेशिवाय पर्यटनाचा विकास सामाजिक, सांस्कृतिक आणि आर्थिक मोडतोड झाल्याने संपुष्टात येईल, जे पर्यटक आणि स्थानिक लोक यांच्यातील नातेसंबंधामध्ये प्रतिबिंबित होईल.","उचित योजना और नियंत्रण तंत्रों के बिना, सामाजिक, सांस्कृतिक और आर्थिक विकृतियों से पर्यटन विकास का अंत हो सकता है जो पर्यटकों और स्थानीय लोगों के बीच के संबंधों में परिलक्षित होगा।"
The pleats or Kallis signify the Pancha Buddha or Pancha Ratna.,चुण्या किंवा कळ्या ह्या पंचबुद्ध किंवा पंचरत्ने दर्शवितात.,चुन्नटें या कैलिस पंच बुद्ध या पंच रत्न को दर्शाती हैं।
"In the east, one finds the Adi with many subtribes, including Padam, Pasi, Minyong, and Bokar, among others.","पूर्वेस, इतरांबरोबरच पदम, पासी, मिनयोंग आणि बोकर अशा अनेक उपजमातींसह आदी आढळते.","पूर्व में आपको मिलेंगी आदि और उनके साथ कई उपजातियाँ, जिसमें अन्य उपजातियों में पदम, पासी, मिनयौंग और बोकर हैं।"
"The European colonizers created an architecture that symbolized their mission of conquest, dedicated to the state or religion.","युरोपीय वसाहतकारांनी अशी स्थापत्यकला निर्माण केली, जी राज्य किंवा धर्माला वाहिलेली व त्यांच्या विजयाच्या मोहिमेची प्रतीक होती.",यूरोपीय उपनिवेशवादियों ने एक ऐसे वास्तुशिल्प का निर्माण किया जो राज्य या धर्म को समर्पित उनकी विजय के लक्ष्य का प्रतीक था।
"Bhajan, Janan, and Oriya songs based on ragas, Rangila Chaupadi, etc. are grouped under light classical music, which forms an important segment of Oriya music.","भजन, जनन आणि रागांवर आधारित ओडिया गाणी, चौपदी इ. सुगम शास्त्रीय संगीताखाली एकत्रित केली गेली आहेत, जो ओडिया संगीताचा एक महत्त्वाचा भाग आहे.","भजन, जनन, और रागों पर आधारित उड़िया गीत, रंगीला चौपड़ी, आदि को हल्के शास्त्रीय संगीत के तहत समूहीकृत किया जाता है, जो उड़िया संगीत का एक प्रमुख अनुभाग है।"
"His extraordinary achievements, coupled with his own ineffable sense of destiny and the flattery of his companions, may have combined to produce this effect.","त्याच्या असाधारण कामगिऱ्या, त्याचबरोबर त्याचे स्वतःचे नियतीविषयीचे अनिर्वचनीय भान आणि त्याच्या साथीदारांनी चालवलेली खुशामत, या सगळ्याचा मिळून हा परिणाम झालेला असावा.",उनकी अनिर्वचनीय नियति की भावना तथा साथियों की चापलूसी के साथ-साथ उनकी असाधारण उपलब्धियों ने मिलकर शायद यह असर पैदा किया होगा।
Ganga has been revered in Cambodia since the Khmer empire.,कंबोडियामध्ये ख्मेर साम्राज्यापासून गंगा वंदनीय मानली गेली आहे.,गंगा को ख्मेर साम्राज्य के समय से परम पूजनीय माना गया है।
"The tableau of Goa showcases religious harmony by focusing on the Deepastambha, the Cross, and Ghode Modni followed by a chariot.","दीपस्तंभ, क्राॅस व घोडेमोडणी आणि त्यानंतर रथ यावर भर देत, गोव्याचा चित्ररथ धार्मिक सलोख्याचे दर्शन घडवतो.","गोआ की झांकी धार्मिक सद्भावना दर्शाती है जिसमें दीपस्तम्भ, क्रॉस और घोड़े मोदनी पर ध्यानाकर्षण किया गया है और उसके पीछे रथ है।"
"He wrote the book Mizo Nge Israel? (""Mizo or Israeli?"") (2004), exploring this issue.","त्यांनी या विषयाचा वेध घेणारे, मिझो न्गे इस्रायल? ('मिझो की इस्रायली?') (२००४) हे पुस्तक लिहिले.","उन्होंने 2004 में इस मुद्दे पर एक किताब लिखी मीज़ो न्गे इजराइल? (""मीज़ो या इजराइली?"")।"
"The earliest recorded forms of these languages, Vedic Sanskrit and Gathic Avestan, are remarkably similar, descended from the common Proto-Indo-Iranian language.","वैदिक संस्कृत आणि गॅथिक अवेस्तान या भाषांच्या सर्वांत जुन्या नोंदवलेल्या स्वरूपात लक्षणीयरीत्या साम्य असून, त्या समान आद्य - इंडो - इराणी भाषेपासून उत्क्रांत पावलेल्या आहेत.","इन भाषाओं के प्राचीनतम अभिलिखित प्रारूप, वैदिक संस्कृत और गाथिक अवेस्तन आश्चर्यजनक ढंग से काफी समान हैं, जो एक समान प्रोटो-हिन्द-ईरानी भाषा से विकसित हुए हैं।"
"In southern India, the Pallava period beginning with Simhavishnu (575 CE-900 CE) was a transitional stage in southern Indian society with monument building, the establishment of (bhakti) sects of Alvars and Nayanars, the flowering of rural Brahmanical institutions of Sanskrit learning, and the establishment of the Chakravartin model of kingship over a territory of diverse people, which ended the pre-Pallavan era of territorially segmented people, each with their culture, under a tribal chieftain.","दक्षिण भारतामध्ये, सिंहविष्णू (इ. स. ५७५ - इ. स. ९००) पासून सुरू होणारा पल्लव काळ हा दक्षिण भारतीय समाजातील एक स्थित्यंतराचा टप्पा होता, ज्यात वास्तूंचे बांधकाम, अळवार आणि नयनार (भक्ती) पंथांची स्थापना, संस्कृत अध्ययनाच्या ग्रामीण ब्राह्मणी संस्थांचा उदय आणि वैविध्यपूर्ण जनतेच्या प्रदेशावरील राजेशाहीच्या चक्रवर्ती पद्धतीची स्थापना यांचा समावेश होता, ज्याने आपापल्या संस्कृतीसह आदिवासी प्रमुखाखाली असणाऱ्या प्रादेशिकदृष्ट्या विघटित अशा पल्लवपूर्व काळाची इतिश्री केली.","दक्षिण भारत में पल्लव युग, जो सिंहविष्णु (570 ई.-900 ई.) के साथ शुरू हुआ, दक्षिण भारतीय समाज में एक पारंपरिक चरण था जिसके दौरान स्मारक निर्माण, अल्वरों और नयनारों के भक्ति पंथों की स्थापना, संस्कृत शिक्षा की ग्रामीण ब्राह्मणवादी संस्थाओं की वृद्धि, और विभिन्न प्रकार के लोगों के क्षेत्र पर राजत्व के चक्रवर्ती प्रतिरूप की स्थापना हुई और इस युग ने पूर्व- पल्लवन युग को समाप्त कर दिया, जिसमें क्षेत्रीय रूप से खंडित लोग अपनी-अपनी संस्कृति के साथ तथा आदिवासी मुखिया के अधीन रहते थे।"
