src,prediction_mar,prediction_hin,gt_mar,gt_hin
A study on teachers by Kremer et al. found that 25% of private-sector teachers and 40% of public-sector medical workers were absent during the survey.,क्रेमर आणि इतरांनी केलेल्या शिक्षकांवरील अभ्यासात असे आढळून आले आहे की सर्वेक्षणादरम्यान खाजगी क्षेत्रातील 25% शिक्षक आणि सार्वजनिक क्षेत्रातील 40% वैद्यकीय कर्मचारी अनुपस्थित होते.,क्रेमर और अन्य द्वारा शिक्षकों पर किए गए एक अध्ययन में पाया गया कि सर्वेक्षण के दौरान निजी क्षेत्र के 25 प्रतिशत शिक्षक और सार्वजनिक क्षेत्र के 40 प्रतिशत चिकित्सा कर्मचारी अनुपस्थित थे।,"क्रेमर आणि इतरांनी शिक्षकांवर केलेल्या अभ्यासातून, खाजगी क्षेत्रातील शिक्षकांपैकी २५% आणि सार्वजनिक क्षेत्रातील वैद्यकीय कामगारांपैकी ४०% हे सर्वेक्षणा दरम्यान अनुपस्थित होते, हे लक्षात आले.",क्रेमर एवं अन्य लोगों द्वारा शिक्षकों पर किए गए अध्ययन में पाया गया कि निजी क्षेत्र के 25% शिक्षक और सार्वजनिक क्षेत्र के 40% चिकित्सा कर्मचारी सर्वेक्षण के दौरान अनुपस्थित थे।
"The Compton effect of 1923 provided more evidence that special relativity does apply, in this case to a particle description of photon-electron scattering.",1923 च्या कॉम्प्टन प्रभावाने विशेष सापेक्षता फोटॉन-इलेक्ट्रॉन विखुरणाच्या कण वर्णनास लागू होते याचा अधिक पुरावा दिला.,1923 के कॉम्पटन प्रभाव ने अधिक प्रमाण प्रदान किए कि विशेष सापेक्षता इस मामले में फोटॉन-इलेक्ट्रॉन प्रकीर्णन के कण विवरण पर लागू होती है।,"१९२३च्या कॉम्पटन परिणामामध्ये अधिक पुरावा मिळाला की विशेष सापेक्षतावाद नक्कीच लागू होतो, या प्रकरणामध्ये फोटॉन-इलेक्ट्रॉन प्रकीर्णनाच्या एखाद्या कणाच्या वर्णनाला.","1923 के कॉम्प्टन प्रभाव ने और अधिक साक्ष्य प्रस्तुत किए कि विशिष्ट आपेक्षिकता वास्तव में लागू होती है, इस मामले में फ़ोटॉन-इलेक्ट्रॉन के बिखरने के कण के विवरण पर।"
"An electromagnetic field very far from currents and charges (sources) is called electromagnetic radiation (EMR) since it radiates from the charges and currents in the source, has no ""feedback"" effect on them, and is also not affected directly by them in the present time (rather, it is indirectly produced by a sequence of changes in fields radiating out from them in the past).","विद्युतचुंबकीय क्षेत्र जे विद्युतप्रवाह आणि प्रभार (स्रोत) पासून खूप दूर असते त्याला विद्युतचुंबकीय किरणोत्सर्ग (<ID1>.) म्हणतात कारण ते स्रोतातील प्रभार आणि प्रवाहांमधून उत्सर्जित होते, त्यांच्यावर कोणताही ""अभिप्राय"" प्रभाव पडत नाही आणि सध्याच्या काळात त्याचा थेट परिणाम होत नाही (त्याऐवजी, ते अप्रत्यक्षपणे भूतकाळात त्यांच्यापासून उत्सर्जित होणाऱ्या क्षेत्रांमधील बदलांच्या क्रमाने तयार केले जाते).","धाराओं और आवेशों (स्रोतों) से बहुत दूर एक विद्युत चुम्बकीय क्षेत्र को विद्युत चुम्बकीय विकिरण (ई. एम. आर.) कहा जाता है क्योंकि यह स्रोत में आवेशों और धाराओं से विकिरण करता है, उन पर कोई ""प्रतिक्रिया"" प्रभाव नहीं पड़ता है, और वर्तमान समय में उनसे सीधे प्रभावित नहीं होता है (बल्कि, यह अप्रत्यक्ष रूप से अतीत में उनसे बाहर निकलने वाले क्षेत्रों में परिवर्तनों के एक क्रम से उत्पन्न होता है)।","प्रवाह आणि प्रभार (स्रोत) यांपासून खूप वेगळे असलेल्या विद्युतचुंबकीय क्षेत्राला विद्युतचुंबकीय प्रारण (इ.एम.आर.) असे म्हणतात कारण ते स्रोतातील प्रवाह आणि प्रभारांमधून प्रारित होते, त्याचा त्यांच्यावर कोणताही ""प्रतिक्रियात्मक"" परिणाम होत नाही, आणि त्याच्यावर सद्य वेळेत त्यांचा प्रत्यक्ष परिणाम होत नाही (उलट, गत काळात त्यांच्यापासून प्रारित झालेल्या क्षेत्रांमधील बदलांच्या शृंखलेने ते अप्रत्यक्षपणे निर्माण होते).","विद्युत प्रवाह और आवेश (स्रोत) से बहुत दूर के विद्युत् चुम्बकीय क्षेत्र को विद्युत् चुम्बकीय विकिरण (ई.एम.आर.) कहा जाता है क्योंकि यह स्रोत के प्रवाह और आवेश से विकीर्ण करता है, इसका उनपर कोई ""प्रतिक्रियात्मक"" प्रभाव नहीं होता है और वर्तमान समय में उससे प्रत्यक्ष रूप से प्रभावित भी नहीं होता है (बल्कि, यह अप्रत्यक्ष रूप से जो पूर्व में क्षेत्र में विकीर्ण हुए क्रमिक परिवर्तनों से उत्पन्न होता है)।"
"As noted above, most DNA molecules are two polymer strands bound together in a helical fashion by noncovalent bonds; this double-stranded structure is maintained largely by the intrastrand base stacking interactions, which are strongest for G and C stacks.","वर नमूद केल्याप्रमाणे, बहुतेक डीएनए रेणू हे दोन पॉलिमर स्ट्रँड्स असतात जे हेलिकल पद्धतीने नॉन-कोव्हॅलेंट बॉन्ड्सद्वारे एकत्र बांधलेले असतात; ही डबल-स्ट्रँडेड रचना मुख्यत्वे इंट्रास्ट्रँड बेस स्टॅकिंग इंटरॅक्शनद्वारे राखली जाते, जी जी आणि सी स्टॅकसाठी सर्वात मजबूत असतात.","जैसा कि ऊपर उल्लेख किया गया है, अधिकांश डी. एन. ए. अणु गैर-सहसंयोजक बंधनों द्वारा पेचदार तरीके से एक साथ बंधे दो बहुलक स्ट्रैंड होते हैं; इस दोहरे स्ट्रैंडेड संरचना को बड़े पैमाने पर इंट्रास्ट्रैंड बेस स्टैकिंग इंटरैक्शन द्वारा बनाए रखा जाता है, जो जी और सी स्टैक के लिए सबसे मजबूत होते हैं।","वर सांगितल्याप्रमाणे, बहुतांश डीएनए रेणू हे, पेचदार पद्धतीने एकमेकांशी सहसंयुज नसलेल्या बंधांनी एकत्र बांधलेले दोन पॉलीमर धागे असतात; ही दुहेरी धाग्यांची रचना मुख्यत: धाग्यांतर्गत रचनेच्या आधारावर रचलेल्या आंतरक्रियांद्वारे सांभाळली जाते, ज्या जी आणि सी धाग्यांकरता सर्वात बळकट असतात.","जैसा की ऊपर कहा गया है, डी.एन.ए. के अणुओं के दो बहुलक तंतु हैं जो गैर सहसंयोजी आबंध से घुमावदार तरीके से जुड़े होते हैं; यह द्वि-तंतु संरचना बनी रहती है इंट्रास्ट्रैंड बेस स्टैकिंग की परस्पर अभिक्रिया से जो जी और सी स्टैकों के बीच सबसे मजबूत होती है।"
"He first investigated the rate of decrease in mean temperature with the increase in elevation above sea level, which afforded, by his inquiries regarding the origin of tropical storms, the earliest clue to the detection of the more complicated law governing atmospheric disturbances in higher latitudes.","त्यांनी प्रथम समुद्रसपाटीपासूनच्या उंचीतील वाढीसह सरासरी तापमानात घट होण्याच्या दराचा तपास केला, जे उष्णकटिबंधीय वादळांच्या उत्पत्तीसंबंधीच्या त्यांच्या चौकशीद्वारे, उच्च अक्षांशांमधील वातावरणीय विक्षोभ नियंत्रित करणाऱ्या अधिक गुंतागुंतीच्या कायद्याचा शोध घेण्याचा सर्वात जुना संकेत आहे, असे सुचवले गेले.","उन्होंने सबसे पहले समुद्र तल से ऊंचाई में वृद्धि के साथ औसत तापमान में कमी की दर की जांच की, जो उष्णकटिबंधीय तूफानों की उत्पत्ति के बारे में उनकी पूछताछ से, उच्च अक्षांशों में वायुमंडलीय विक्षोभ को नियंत्रित करने वाले अधिक जटिल नियम का पता लगाने का सबसे पहला संकेत था।",उच्च अक्षांशांच्या वातावरणातील अडथळ्यांविषयीच्या अधिक गुंतागुंतीच्या नियमाच्या शोधाची सर्वात पूर्वीची सूचना असलेल्या उष्णकटिबंधीय वादळांच्या स्रोतासंदर्भात त्यांनी पृच्छा केल्यामुळे शक्य झाल्याने त्यांनी प्रथम समुद्रसपाटीवरील चढावांतील वाढीसह सरासरी तापमानातील घटीचा दर तपासला.,सबसे पहले उन्होंने समुद्री स्तर से बढ़ती ऊँचाई के साथ औसत तापमान के घटने की दर की जाँच की जिससे उष्णकटिबंधीय तूफान के सृजन के संबंध में उनकी खोजों से उन्हें उच्च अक्षांशों में वायुमंडलीय विक्षोभ को नियंत्रित करने वाले अधिक जटिल नियमों का आरंभिक संकेत मिला।
"Carbon clusters were first detected by Eric A. Rohlfing, Donald M. Cox, and Andrew Kaldor in 1984, in experiments where graphite was vaporised by a laser and the vapour was quenched by a helium atmosphere.","1984 मध्ये एरिक ए. रोहल्फिंग, डोनाल्ड एम. कॉक्स आणि अँड्र्यू काल्डोर यांनी कार्बन समूह पहिल्यांदा शोधले होते, जेथे प्रयोगांमध्ये लेसरद्वारे ग्रॅफाइट बाष्पीभवन केले गेले आणि हेलियम वातावरणाद्वारे वाफ शमित केली गेली.","कार्बन समूहों का पहली बार 1984 में एरिक ए. रोहल्फिंग, डोनाल्ड एम. कॉक्स और एंड्रयू काल्डोर द्वारा उन प्रयोगों में पता लगाया गया था, जहां ग्रेफाइट को एक लेजर द्वारा वाष्पित किया गया था और वाष्प को हीलियम वातावरण द्वारा बुझा दिया गया था।","ज्यात लेसरने ग्रॅफाईटची वाफ करण्यात आली आणि हेलियमयुक्त वातावरणाने ती वाफ थंड करण्यात आली, अशा प्रयोगांमध्ये कार्बनचे पुंजके सर्वप्रथम एरिक ए. रोह्लफिंग, डोनाल्ड एम. कॉक्स आणि अॅड्र्यू काल्डोर यांनी १९८४ साली शोधून काढले.","कार्बन क्लस्टर का पता पहली बार एरिक ए. रोह्लफिंग, डोनल्ड एम. कॉक्स और ऐन्ड्रू काल्डर ने 1984 में लगाया था, उन प्रयोगों में जिनमें काले सीसे को लेज़र से वाष्पित किया गया और इस वाष्प का हीलियम के वातावरण में द्रुतशीतन किया गया।"
"Determining the complexity of an algorithm means finding upper bounds or estimates of how many elementary operations, such as additions and multiplications of scalars, are necessary to perform some algorithm, for example, the multiplication of matrices.","अल्गोरिदमची गुंतागुंत निश्चित करणे म्हणजे काही अल्गोरिदम करण्यासाठी स्केलरची भर आणि गुणाकार यासारख्या किती प्राथमिक ऑपरेशन्स आवश्यक आहेत याची वरच्या सीमा किंवा अंदाज शोधणे, उदाहरणार्थ, मॅट्रिक्सचा गुणाकार.","एक एल्गोरिथ्म की जटिलता का निर्धारण करने का अर्थ है ऊपरी सीमा या अनुमान खोजना कि कितने प्राथमिक संचालन, जैसे कि स्केलर के परिवर्धन और गुणन, कुछ एल्गोरिथ्म को करने के लिए आवश्यक हैं, उदाहरण के लिए, मैट्रिक्स का गुणन।","एखाद्या अल्गोरिदमची जटीलता निर्धारित करणे म्हणजे मापदंडांची बेरीज आणि गुणाकार यासारख्या किती प्राथमिक क्रिया एखादे अल्गोरिदम करण्याकरता आवश्यक आहेत याच्या वरच्या मर्यादा किंवा अंदाज शोधणे, उदाहरणार्थ आव्युहांचा गुणाकार.","किसी कलन विधि की जटिलता का पता लगाने का अर्थ होता है उसकी ऊपरी सीमा ज्ञात करना या अनुमान करना कि किसी कलन विधि को करने के लिए, उदाहरण के लिए, आव्यूह का गुणन करने के लिए, कितने अदिशों के योग और गुणा जैसी मौलिक संक्रियाओं की आवश्यकता होगी।"
"During this time, the British came into conflict with Bengal's Mughal governors.","या काळात, इंग्रजांचा बंगालच्या मुघल राज्यपालांशी संघर्ष झाला.","इस दौरान, अंग्रेजों का बंगाल के मुगल राज्यपालों के साथ संघर्ष हुआ।","या काळात, ब्रिटिशांचा बंगालच्या मोगल प्रांताधिकाऱ्यांशी संघर्ष झाला.","इस अवधि के दौरान, अंग्रेज़ों का बंगाल के मुगल राज्यपालों के साथ टकराव हो गया।"
"In the first long-distance audio transmissions by Reginald Fessenden in 1906, a continuous wave from an Alexanderson alternator was fed directly to the transmitting antenna through a water-cooled carbon microphone.","1906 मध्ये रेजिनाल्ड फेसेन्डेनने केलेल्या पहिल्या लांब पल्ल्याच्या ऑडिओ प्रसारणात, अलेक्झांडरसन अल्टरनेटरची सततची लाट थेट जल-थंड कार्बन मायक्रोफोनद्वारे प्रसारित करणार्या अँटेनामध्ये भरली गेली होती.","1906 में रेजिनाल्ड फेसेन्डेन द्वारा पहले लंबी दूरी के ऑडियो प्रसारण में, एक अलेक्जेंडरसन अल्टरनेटर से एक निरंतर तरंग को पानी से ठंडा कार्बन माइक्रोफोन के माध्यम से सीधे संचरण एंटीना को खिलाया गया था।","रेगिनाल्ड फेसेन्डन याने १९०६ साली केलेल्या पहिल्या अधिक अंतराच्या श्राव्य पारेषणामध्ये, अलेक्झांडर्सन ऑल्टरनेटरकडून येणारा सातत्यपूर्ण प्रवाह पाण्याने थंड केलेल्या कार्बन मायक्रोफोनद्वारे थेट पारेषण करणाऱ्या अॅन्टेनाला पुरवला गेला.","1906 में रेजिनल्ड फेसेन्डन द्वारा प्रथम लंबी-दूरी के श्रव्य प्रसारण में, एलेक्ज़ैंडरसन ऑल्टर्नेटर से एक निरंतर तरंग को सीधे संचार ऐंटेना में जल से ठंडे किए गए कार्बन माइक्रोफोन के माध्यम से भेजा गया।"
Technology has helped teachers create better assessments to help understand where students who are having trouble with the material are having issues.,ज्या विद्यार्थ्यांना साहित्यात अडचण येत आहे त्यांना कुठे समस्या येत आहेत हे समजण्यास मदत करण्यासाठी तंत्रज्ञानाने शिक्षकांना अधिक चांगले मूल्यमापन तयार करण्यात मदत केली आहे.,"प्रौद्योगिकी ने शिक्षकों को यह समझने में मदद करने के लिए बेहतर मूल्यांकन बनाने में मदद की है कि जिन छात्रों को सामग्री के साथ समस्या हो रही है, उन्हें कहां समस्याएं हो रही हैं।","ज्या विद्यार्थ्यांना सामग्रीविषयी अडचणी असतात त्यांना कुठे त्रास होत आहे, हे समजून घेण्याकरता साहाय्यक अशा अधिक चांगल्या चाचण्या तयार करण्याकरता तंत्रज्ञान शिक्षकांना मदत करते.","प्रौद्योगिकी ने शिक्षकों को बेहतर मूल्यांकन तैयार करने में मदद की है जिससे वे समझ सकें कि उन छात्रों को जिन्हें सामग्री के संबंध में मुश्किलों का सामना करना पड़ रहा है, उनके मुद्दे क्या हैं।"
Autocrine is a cell sending a signal to itself by secreting a molecule that binds to a receptor on its surface.,ऑटोक्राइन ही एक पेशी आहे जी त्याच्या पृष्ठभागावरील रिसेप्टरशी बांधलेला रेणू स्रवून स्वतःकडे संकेत पाठवते.,ऑटोक्राइन एक कोशिका है जो एक अणु को स्रावित करके अपने आप में एक संकेत भेजती है जो इसकी सतह पर एक रिसेप्टर से जुड़ती है।,"ऑटोक्राइन ही एक अशी पेशी असते, जी तिच्या पृष्ठभागावर एका ग्राही घटकाला जोडणारा एक परमाणू स्त्रवून स्वत:लाच एक संकेत पाठवते.",ऑटोक्राइन एक कोशिका है जो अपनी सतह पर एक अभिग्राहक को बांधने के लिए एक अणु को स्रावित करते हुए अपने-आपको सिग्नल भेजती है।
"Following the rebellions in the Poonch and Mirpur areas and the Pakistan-backed Pashtun tribal intervention from the Khyber Pakhtunkhwa, the Maharaja asked for Indian military assistance.","पूंछ आणि मीरपूर भागातील बंड आणि खैबर पख्तूनख्वाच्या पाकिस्तान समर्थित पश्तून आदिवासींच्या हस्तक्षेपानंतर, महाराजांनी भारतीय लष्करी मदत मागितली.","पुंछ और मीरपुर क्षेत्रों में विद्रोहों और खैबर पख्तूनख्वा से पाकिस्तान समर्थित पश्तून आदिवासी हस्तक्षेप के बाद, महाराजा ने भारतीय सैन्य सहायता मांगी।","पूंछ आणि मिरपूर भागातील उठावांच्यानंतर आणि खैबर पख्तुनख्वामधून पाकिस्तानच्या पाठिंब्याने पश्तुन आदिवासींनी हस्तक्षेप केल्यानंतर, महाराजांनी भारतीय सैन्याचे साहाय्य मागितले.",पुंछ और मीरपुर क्षेत्रों में विद्रोह के कारण और खैबर पख्तूनवा से पाकिस्तान समर्थित पश्तून जनजातीय हस्तक्षेप के चलते महाराजा ने भारतीय सैनिक सहायता माँगी।
"Or have you made a considered decision that the template is not, or is no longer, applicable?",किंवा टेम्प्लेट लागू नाही किंवा यापुढे लागू होत नाही असा विचार करून तुम्ही निर्णय घेतला आहे का?,"या क्या आपने एक विचारशील निर्णय लिया है कि टेम्पलेट लागू नहीं है, या अब लागू नहीं है?",किंवा तुम्ही विचारपूर्वक निर्णय घेतला आहे का की हा साचा अजिबात लागू नाही किंवा आता लागू होत नाहीये?,या फिर आपने क्या विचार करने के बाद निर्णय लिया है कि फर्मा अब प्रयोग नहीं होगा या उसे अब प्रयोग में लाया नहीं जा सकता है?
"If a wheat crop is destroyed by a pest, we may plant a hardier variety of wheat next year, relying on intraspecific diversity.","जर गव्हाचे पीक किटकाने नष्ट झाले, तर आपण पुढील वर्षी गव्हाच्या अधिक कठोर जातीची लागवड करू शकतो, जी अंतनिर्दिष्ट विविधतेवर अवलंबून असते.","यदि एक गेहूं की फसल एक कीट द्वारा नष्ट हो जाती है, तो हम अगले साल अंतर-विशिष्ट विविधता के आधार पर गेहूं की एक कठोर किस्म लगा सकते हैं।","गव्हाचे पीक जर रोगामुळे नष्ट होत असेल, तर पुढच्या वर्षी, अंतर्जातीय विविधतेवर भरवसा ठेवून, आपल्याला अजून कणखर वाण पेरता येईल.","यदि गेहूँ की फसल किसी परोपजीवी के कारण नष्ट हो जाती है, तो आंतरजातीय विविधता के आधार पर अगले वर्ष हम गेहूँ की ज्यादा पुष्ट फसल लगा सकते हैं।"
The field began to flourish in 1971 when Stephen Cook and Leonid Levin proved the existence of practically relevant problems that were NP-complete.,1971 मध्ये जेव्हा स्टीफन कुक आणि लिओनिड लेव्हिन यांनी एनपी-पूर्ण असलेल्या व्यावहारिकदृष्ट्या संबंधित समस्यांचे अस्तित्व सिद्ध केले तेव्हा या क्षेत्राची भरभराट होण्यास सुरुवात झाली.,यह क्षेत्र 1971 में फलने-फूलने लगा जब स्टीफन कुक और लियोनिड लेविन ने व्यावहारिक रूप से प्रासंगिक समस्याओं के अस्तित्व को साबित किया जो एन. पी.-पूर्ण थीं।,"१९७१ साली जेव्हा स्टीफन कूक आणि लिओनिड लेविन यांनी एन.पी.-कम्प्लीट श्रेणीत असणाऱ्या व्यावहारिकदृष्ट्या महत्त्वपूर्ण प्रश्नांचे अस्तित्व सिद्ध केले, तेव्हा या क्षेत्राची भरभराट होण्यास सुरुवात झाली.","जब स्टीफेन कुक और लियोनिड लेविन ने व्यावहारिक रूप से प्रासंगिक एन.पी.-पूर्ण समस्याओं की मौजूदगी को साबित कर दिया, तब 1971 में यह क्षेत्र उन्नति करने लगा।"
"In the early medieval Alpine upland, a simpler central heating system where heat traveled through underfloor channels from the furnace room replaced the Roman hypocaust in some places.","सुरुवातीच्या मध्ययुगीन अल्पाइन उच्च प्रदेशात, काही ठिकाणी रोमन हायपोकॉस्टची जागा एक साधी केंद्रीय हीटिंग प्रणाली होती, जिथे भट्टीच्या खोलीतून खालच्या मजल्यावरील वाहिन्यांमधून उष्णता प्रवास करत असे आणि त्याद्वारे ती बदलली गेली.","प्रारंभिक मध्ययुगीन अल्पाइन उच्च भूमि में, एक सरल केंद्रीय ताप प्रणाली जहां गर्मी भट्टी के कमरे से अंडरफ्लोर चैनलों के माध्यम से यात्रा करती थी, ने कुछ स्थानों पर रोमन हाइपोकॉस्ट को बदल दिया।","पूर्वीच्या मध्ययुगीन अल्पाईनच्या उंच भागात, काही ठिकाणी रोमन हायपोकॉस्टची जागा, एका अधिक साध्या केंद्रीय तापन प्रणालीने, ज्यात भट्टीच्या खोलीतून येणारी उष्णता जमिनीखालील मार्गातून वाहते, घेतली.","प्रारंभिक मध्ययुगीन ऐल्पाइन पहाड़ी में, कुछ स्थानों में रोमी अधः तापक कक्ष के स्थान पर एक सरल केंद्रीय ताप प्रणाली प्रयोग की जाने लगी जिसमें भट्टी कक्ष से ज़मीन के नीचे की चैनलों के माध्यम से ताप प्रवाहित होता था।"
"They are mainly used in high-end audio power amplifiers and RF power amplifiers in wireless cellular networks such as 2G, 3G, and 4G.","ते प्रामुख्याने 2जी, 3जी आणि 4जी सारख्या वायरलेस सेल्युलर नेटवर्कमध्ये उच्च-दर्जाच्या ऑडिओ पॉवर एम्पलीफायर्स आणि आरएफ पॉवर एम्पलीफायर्समध्ये वापरले जातात.","इनका उपयोग मुख्य रूप से 2जी, 3जी और 4जी जैसे वायरलेस सेलुलर नेटवर्क में उच्च-अंत ऑडियो पावर एम्पलीफायरों और आरएफ पावर एम्पलीफायरों में किया जाता है।","ते २जी, ३जी आणि ४जी यासारख्या बिनतारी सेल्युलर आंतरजालांमध्ये प्रामुख्याने उच्च श्रेणीच्या दृक शक्ती प्रवर्धकांमध्ये आणि आर.एफ. शक्ती प्रवर्धकांमध्ये वापरले जातात.","इनका मुख्य रूप से प्रयोग उच्च दर्जे के ध्वनि शक्ति प्रवर्धकों और वायरलेस सेलुलर नेटवर्को में आर.एफ. शक्ति प्रवर्धकों में किया जाता है , जैसे कि 2जी, 3जी और 4जी में।"
Mains filter capacitors are usually encapsulated in wound plastic film types since these deliver high voltage ratings at a low cost and may be made self-healing and fusible.,मुख्य फिल्टर कपॅसिटर्स सहसा जखमेच्या प्लास्टिक फिल्म प्रकारांमध्ये आच्छादित केले जातात कारण ते कमी खर्चात उच्च व्होल्टेज रेटिंग्स देतात आणि ते स्वयं-उपचार आणि फ्यूजेबल केले जाऊ शकतात.,मुख्य फिल्टर संधारित्रों को आमतौर पर घाव प्लास्टिक फिल्म प्रकारों में समाहित किया जाता है क्योंकि ये कम लागत पर उच्च वोल्टेज रेटिंग प्रदान करते हैं और इन्हें स्व-उपचार और फ्यूज़ेबल बनाया जा सकता है।,"मुख्य फिल्टर कपॅसिटर सहसा प्लास्टिक फितीसारख्या दिसणाऱ्या घटकात भरले जातात, कारण ते विद्युतदाब उच्च दराने आणि कमी किमतीत देतात आणि ते स्वयंदुरुस्ती करणारे आणि वितळणशील करता येतात.",मेन्स फिल्टर संधारित्र आम तौर पर प्लास्टिक पन्नी में लिपटे और डब्बा बंद होते हैं क्योंकि यह कम लागत पर उच्च वोल्टता क्षमता देते हैं और इन्हें स्व-उपचार और गलनीय बनाया जा सकता है।
Multi-agent reinforcement learning studies the problems introduced in this setting.,मल्टी-एजंट रिइन्फोर्समेंट लर्निंग या सेटिंगमध्ये सादर केलेल्या समस्यांचा अभ्यास करते.,बहु-अभिकर्ता सुदृढीकरण शिक्षण इस सेटिंग में पेश की गई समस्याओं का अध्ययन करता है।,बहुघटकयुक्त परिपोष अध्ययन हे ह्या परिस्थितीत येणाऱ्या समस्यांचा अभ्यास करते.,बहु-एजेंट सुदृढ़ीकरण शिक्षा इस स्थिति में उठाए गए इन मुद्दों का अध्ययन करती है।
"It offers DEPM, B.TECH (Electronics Engineering), M.Tech (Electronics Design Technology), Ph.D., and short-term courses.","हे डीईपीएम, B.TECH (इलेक्ट्रॉनिक्स इंजिनिअरिंग), M.Tech (इलेक्ट्रॉनिक्स डिझाइन टेक्नॉलॉजी), पीएच. डी. आणि अल्पकालीन अभ्यासक्रम प्रदान करते.","यह डी. ई. पी. एम., B.TECH (इलेक्ट्रॉनिक्स इंजीनियरिंग), M.Tech (इलेक्ट्रॉनिक्स डिजाइन टेक्नोलॉजी), पी. एच. डी. और अल्पकालिक पाठ्यक्रम प्रदान करता है।","तिथे डी.इ.पी.एम., बी.टेक (इलेक्ट्रॉनिक्स इंजिनीरिंग), एम.टेक (इलेक्ट्रॉनिक्स डिझाईन टेक्नॉलोजी), पीएच.डी. आणि अल्प मुदतीचे पाठ्यक्रम आहेत.","यह डी.ई.पी.एम, बी.टेक (इलेक्ट्रॉनिक्स इंजीनियरिंग), एम.टेक (इलेक्ट्रॉनिक डिज़ाइन टेक्नोलॉजी), पीएच. डी. तथा छोटी अवधि के पाठ्यक्रम उपलब्ध कराता है।"
"For example, what John Polkinghorne terms 'conceptual' or 'epistemological' reductionism is the definition provided by Simon Blackburn and by Jaegwon Kim: that form of reductionism which concerns a program of replacing the facts or entities involved in one type of discourse with other facts or entities from another type, thereby providing a relationship between them.","उदाहरणार्थ, जॉन पोल्किंगहॉर्न'संकल्पनात्मक'किंवा'ज्ञानमीमांसाशास्त्रीय'रिडक्शनवादाची व्याख्या करतात ती सायमन ब्लॅकबर्न आणि जेगव्होन किम यांनी दिलेली व्याख्या आहेः रिडक्शनवादाचा तो प्रकार जो एका प्रकारच्या चर्चेत गुंतलेल्या तथ्ये किंवा घटकांना दुसर्या प्रकारच्या इतर तथ्यांसह किंवा घटकांसह बदलण्याच्या कार्यक्रमाशी संबंधित आहे, ज्यामुळे त्यांच्यामध्ये संबंध निर्माण होतो.","उदाहरण के लिए, जॉन पोलकिंगहॉर्न ने जिसे'वैचारिक'या'ज्ञानशास्त्रीय'ह्रासवाद कहा है, वह साइमन ब्लैकबर्न और जेगवोन किम द्वारा प्रदान की गई परिभाषा हैः ह्रासवाद का वह रूप जो एक प्रकार के प्रवचन में शामिल तथ्यों या संस्थाओं को दूसरे प्रकार के अन्य तथ्यों या संस्थाओं के साथ बदलने के कार्यक्रम से संबंधित है, जिससे उनके बीच एक संबंध प्रदान होता है।","उदाहरणार्थ, जॉन पोल्किंगहॉर्न ज्याला 'संकल्पनात्मक' किंवा 'ज्ञानशास्त्रीय' विश्लेषणवाद म्हणतो ती सायमन ब्लॅकबर्न आणि जेगवॉन किम यांनी दिलेली व्याख्या आहे: विश्लेषणवादाचे असे स्वरूप ज्यात एका प्रकारच्या चर्चेमधील तथ्यांच्या किंवा घटकांच्या जागी दुसर्‍या प्रकारातील तथ्ये किंवा घटक ठेवण्याची एक पद्धत असते, जेणेकरून त्यांच्यात एक संबंध निर्माण होतो.","उदाहरणस्वरूप, जॉन पोल्किंघोर्न ने जिसे 'धारणात्मक' या 'ज्ञानमीमांसीय' न्यूनीकरण के रूप में संदर्भित किया उसे साइमन ब्लैकबर्न और जैगवॉन किम ने परिभाषित किया: न्यूनीकरणवाद का वह रूप जिसमें एक प्रकार के वार्तालाप में शामिल तथ्यों या संस्थाओं को अन्य तथ्यों या संस्थाओं से बदलने का कार्यक्रम, उन दोनों के बीच में एक संबंध बनाते हुए, शामिल होता है।"
